Item,SKU,Serial number,Barcode,Brand,Supplier,Quantity sold, Sales (inc. tax) , Sales (Ex. tax) , Order discounts , Discount offers , Total markup value , Purchase cost , Gross profit ,Margin %
VSETT 11+ Rear Fender holder (L+R),VS-11+-R-FNDR-HOLDER-L/R,,78FC3900,VSETT,Ningbo Vsett,2,$66.00,$60.00,$0.00,$0.00,$0.00,$12.30,$47.70,79.5
WIND LIGHTS,,,,,,2,$100.00,$90.91,$0.00,$0.00,$0.00,$0.00,$90.91,100
ZERO Brake Caliper / ZERO 10 Front Brake Caliper,ZER-10-BRA-CAL-FRN,,E3D113CF,Zero,Falcon PEV Pte Ltd,2,$69.94,$63.58,$0.00,$0.00,$0.00,$31.50,$32.08,50.46
90/65-6.5 Slick Tyres,,,,,,2,$120.00,$109.09,$0.00,$0.00,$0.00,$120.00,-$10.91,-10
OVERPAYMENT,,,,,,2,$380.00,$345.45,$0.00,$0.00,$0.00,$0.00,$345.45,100
labour for pole,,,,,,2,$300.00,$272.73,$0.00,$0.00,$0.00,$0.00,$272.73,100
MID CITY / XCITYT COMMS CABLE,,,,,,2,$39.90,$36.27,$0.00,$0.00,$0.00,$0.00,$36.27,100
disc rotor,,,,,,2,$30.00,$27.27,$0.00,$0.00,$0.00,$0.00,$27.27,100
SM Battery - Slimline / 36V 17.5AH STD Charge Plug,SM-BTRY-CLS-17.5-SL-STD,,B849F91F,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,"$2,098.00","$1,907.27",$0.00,$0.00,$100.00,"$1,536.92",$370.35,19.42
SM  Kick Stand / Classic,SM-STND-CLS,,9DE4A650,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$38.46,$34.96,$0.00,$0.00,$0.00,$23.31,$11.65,33.33
VSETT 8/8+ T bar,VS-8/8+-TBAR,,51CC9C46,VSETT,Ningbo Vsett,2,$98.53,$89.57,$0.00,$0.00,$0.00,$55.70,$33.87,37.82
VSETT 9+ Electric Scooter / 21AH,VS-9+-21,1,3C64588F,VSETT,Ningbo Vsett,2,"$4,998.00","$4,543.64",$0.00,$0.00,$0.00,"$1,443.68","$3,099.96",68.23
VSETT 10+ Electric Scooter / 25.6AH,VS-10+-25.6-LG,,53F97EBE,VSETT,Ningbo Vsett,2,"$7,998.00","$7,270.91",$0.00,$0.00,$0.00,"$2,525.73","$4,745.18",65.26
SM Motor Core / Dapu M155 CN 36-48v / PACER/CATALYST,SM-MTR-CR-DRHAM15502,,B5B1D2FC,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$0.00,$0.00,$384.62,$0.00,$0.00,$233.10,-$233.10,0
ZERO 8X Motor 52V 800W / Rear,ZER-8X-MOT-REA,"SN, TBC",6CA76851,Zero,Falcon PEV Pte Ltd,2,$490.00,$445.45,$0.00,$0.00,$0.00,$254.10,$191.35,42.96
BATTERY UPGRADE FROM 14.5AH TO 17.5AH,,,,,,2,$200.00,$181.82,$0.00,$0.00,$0.00,$0.00,$181.82,100
BATTERY REPAIR,,,,,,2,$89.95,$81.77,$0.00,$0.00,$0.00,$0.00,$81.77,100
On Guard Mastiff Chain Lock,MASTIFF-CHN-LOCK,,67475A24,On Guard,Bikecorp,2,$138.59,$125.99,$12.36,$0.00,$0.00,$115.81,$10.18,8.08
VSETT 9+ INDICATOR WIRES L&R,,,,,,2,$9.90,$9.00,$0.00,$0.00,$0.00,$9.90,-$0.90,-10
J.0011 X2 ZERO 10 MINI SERVICE & FRONT TYRE ISSUE ON ONE,,,,,,2,$98.00,$89.09,$0.00,$0.00,$0.00,$0.00,$89.09,100
ZERO 8X REPAIR,,,,,,2,$550.00,$500.00,$0.00,$0.00,$0.00,$0.00,$500.00,100
Schwalbe Smart Sam Tyre,,,,,,2,$140.00,$127.27,$0.00,$0.00,$0.00,$0.00,$127.27,100
SM Essence Front Fork / White,SM-ESS-FNT-FRK-WH,,134FD8A2,,"Kunshan Cyclisport Co., Ltd",2,$138.00,$125.45,$0.00,$0.00,$0.00,$27.62,$97.83,77.98
ZERO Shock Bush,ZER-SHOCK-BUSH,,1288236D,Zero,Falcon PEV Pte Ltd,2,$17.73,$16.12,$3.50,$0.00,$0.00,$13.43,$2.69,16.68
Zero Safety Bundle,ZER-SAF-BUND,,4C480A2B,Zero,Falcon PEV Pte Ltd,2,$560.00,$509.09,$0.00,$0.00,$0.00,$415.80,$93.29,18.32
SM Rear rack Pacer with lights,RE-RCK-PCR-W-LGT,,35466F00,,,2,$165.00,$150.00,$165.00,$0.00,$0.00,$0.00,$150.00,100
SM Chainring / 53t 5b 130bcd Black Alloy / E20,SM-CR-E25B130350,,8DE18FEB,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$30.77,$27.97,$30.77,$0.00,$0.00,$37.30,-$9.32,-33.33
ZERO LED Light / ZERO LED light Rear,ZER-LED-LIGHT-REA,,2F1CAB59,Zero,Falcon PEV Pte Ltd,2,$15.00,$13.64,$32.76,$0.00,$0.00,$30.21,-$16.57,-121.54
ZERO 10 1000W Motor,ZER-10-MOTOR,,3F559FAC,Zero,Falcon PEV Pte Ltd,2,$637.50,$579.55,$0.00,$0.00,$0.00,$388.50,$191.05,32.96
SM Controller Sport / 48V,SM-SPORT-CONT-48V,,3258D9E5,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$209.00,$190.00,$0.00,$0.00,$0.00,$0.00,$190.00,100
AZUR OPTIC,,,,,,2,$80.00,$72.73,$0.00,$0.00,$0.00,$0.00,$72.73,100
SUNTOUR NCX SUSPENSION SEAT POSTS 31.8MM,,,,,,2,$338.00,$307.27,$0.00,$0.00,$0.00,$0.00,$307.27,100
SM Brake Lever Mechanical / Right,SM-BRK-LVR-R,,22BA1570,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$54.90,$49.91,$0.00,$0.00,$0.00,$0.00,$49.91,100
VSETT 9/9+ Left brake lever,VS-9/9+-BRK-LVR-R,,B0603705,VSETT,Ningbo Vsett,2,$27.33,$24.85,$0.00,$0.00,$0.00,$14.42,$10.43,41.96
SM Motor Core / Dapu M123 FD 24-36v / ESSENCE,SM-MTR-CR-DFHAM12301-FD,,E9DECBB2,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$384.62,$349.65,$0.00,$0.00,$0.00,$233.10,$116.55,33.33
ZERO 10X Brake Cable,ZER-10X-BRAK-HOS,,C255628F,Zero,Falcon PEV Pte Ltd,2,$39.90,$36.27,$0.00,$0.00,$0.00,$27.94,$8.33,22.97
ZERO 10X 1000W Motor / Rear,ZER-10X-MOT-REA,"LGSDDM10'50H52V1000W-60V1200W201016, TBA",394F5B63,Zero,Falcon PEV Pte Ltd,2,$671.50,$610.45,$0.00,$0.00,$0.00,$423.50,$186.95,30.63
Ecity Rear wheel with motor,,,,,,2,$550.00,$500.00,$0.00,$0.00,$0.00,$0.00,$500.00,100
VSETT 8 Controller,VS-8/8+-CONTROLLER,,F49D3290,VSETT,Ningbo Vsett,2,$0.00,$0.00,$167.76,$0.00,$0.00,$152.51,-$152.51,0
SM Front Light / Buschel / E20 STEP THRU,SM-FL-SJ2PF642V0,,D50EFB94,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$185.00,$168.18,$0.00,$0.00,$0.00,$105.98,$62.21,36.99
HONEY COMB TYRE 8.5X2,,,,,,2,$60.00,$54.55,$0.00,$0.00,$0.00,$0.00,$54.55,100
DRAGON STYLE TYRE 10X3,,,,,,2,$120.00,$109.09,$0.00,$0.00,$0.00,$0.00,$109.09,100
SERVICE,,,,,,2,$160.00,$145.45,$0.00,$0.00,$0.00,$0.00,$145.45,100
SM MID-CITY CRANK SET,,,,,,2,$101.54,$92.31,$0.00,$0.00,$0.00,$101.54,-$9.23,-10
TYRE FITTING & HUB CLEANING,,,,,,2,$120.00,$109.09,$0.00,$0.00,$0.00,$0.00,$109.09,100
KAABO TYRE VALE,,,,,,2,$20.00,$18.18,$0.00,$0.00,$0.00,$0.00,$18.18,100
Helmet - TRAJECTA w Fidlock / Intrepid / XL,HELMET-TRAJECTA-INTR-XL,,75485272,,FE Sports,2,$364.00,$330.91,$299.00,$0.00,$0.00,$480.00,-$149.09,-45.05
SM Sport Power Supply Manifold,SM-SPT-PWR-MAN,,6B8C53ED,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$53.06,$48.24,$0.00,$0.00,$0.00,$37.05,$11.18,23.19
TYRE 12 1/2 X 2 1/4,,,,,,2,$0.00,$0.00,$50.00,$0.00,$0.00,$0.00,$0.00,0
"Smartmotion Hypersonic Neo / Blue / M-18""",SM-HYPER-NEO-BLU--M-18,"G5SN210455, G5SN210551",02AB9AD7,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,"$7,325.00","$6,659.09",$0.00,$0.00,$0.00,"$4,498.50","$2,160.59",32.45
FIRST SERVICE,,,,,,2,$0.00,$0.00,$99.00,$0.00,$0.00,$0.00,$0.00,0
Ecity Rear wheeel axel nut,,,,,,2,$4.00,$3.64,$0.00,$0.00,$0.00,$0.00,$3.64,100
Hypersonic wheel set Return - Credit,,,,,,2,-$99.90,-$90.82,$0.00,$0.00,$222.78,$0.00,-$90.82,100
MAGIC MILK,,,,,,2,$70.90,$64.45,$0.00,$0.00,$0.00,$0.00,$64.45,100
INSTALLATION OF THUMB THROTTLES,,,,,,2,$100.00,$90.91,$0.00,$0.00,$0.00,$0.00,$90.91,100
WARRANTY BATTERY REPAIRS,,,,,,2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
SM E20 Battery Connector / 4 Pin only,10077,,715E7528,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$5.00,$4.55,$5.00,$0.00,$0.00,$0.00,$4.55,100
ZERO Rear Fork / ZERO 9 Rear Fork,ZER-9-REA-FOR,,287E9301,Zero,Falcon PEV Pte Ltd,2,$106.15,$96.50,$0.00,$0.00,$0.00,$67.15,$29.35,30.41
ZERO 8X Controller / 52V 26Ah - Rear,ZER-8X-CON-52V26-B,,F0E69389,Zero,Falcon PEV Pte Ltd,2,$150.00,$136.36,$150.00,$0.00,$0.00,$210.00,-$73.64,-54
Helmet - STATUS - VSETT / Black / XXL,HELMET-STATUS-VSETT-BL-XXL,,052334ED,VSETT,FE Sports,2,$444.30,$403.91,$204.69,$0.00,$0.00,$359.98,$43.93,10.88
VSETT 9/9+ Right brake lever,VS-9/9+-BRK-LVR-L,,A7A3A7DE,VSETT,Ningbo Vsett,2,$22.66,$20.60,$0.00,$0.00,$0.00,$20.60,$0.00,0
SM Battery - E20 Step Thru / 36V11.6AH E20 (2019-2020),SM-BTRY-E2S36116-P,,242358EF,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$537.69,$488.81,$537.69,$0.00,$0.00,$651.75,-$162.94,-33.33
VSETT 9/9+ Front LED light (White),VS-9/9+-F-LED-LIGHT-W,,C7E7C5DF,VSETT,Ningbo Vsett,2,$8.95,$8.14,$3.25,$0.00,$5.70,$5.91,$2.23,27.38
BRAKE LEVER S/HAND,,,,,,2,$35.00,$31.82,$0.00,$0.00,$0.00,$0.00,$31.82,100
TYRE INSTALLATION,,,,,,2,$120.00,$109.09,$0.00,$0.00,$0.00,$0.00,$109.09,100
SM Battery/Part/End/Classic / Non fuse Terminal End,SM-BAT-PRT-END-CL-H-TERM,,158458,,,2,$34.15,$31.05,$34.15,$0.00,$0.00,$0.00,$31.05,100
ZERO Head Set Cup Lower (with bearing),ZER-HS-SET-LOW,,D2D4B35A,Zero,Falcon PEV Pte Ltd,2,$80.00,$72.73,$0.00,$0.00,$0.00,$61.52,$11.21,15.41
SM Classic Hand grips,SM-CLS-HND-GRP,,043A76C3,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$50.28,$45.71,$0.00,$0.00,$0.00,$0.00,$45.71,100
HYPRSONIC REAR WHEEL,,,,,,2,$0.00,$0.00,$576.30,$0.00,$0.00,$576.30,-$576.30,0
Helmet - TRAJECTA w Fidlock / Intrepid / LGE,HELMET-TRAJECTA-INTR-LGE,,E6DE0D46,,FE Sports,2,$663.00,$602.73,$0.00,$0.00,$0.00,$480.00,$122.73,20.36
CLARKS GEAR WIRE,,,,,,2,$15.00,$13.64,$0.00,$0.00,$0.00,$0.00,$13.64,100
Zero Wake Handlebar RED,ZERO-WAKE-BAR-RED,,40620C60,WAKE,Falcon PEV Pte Ltd,2,$59.98,$54.53,$0.00,$0.00,$0.00,$29.85,$24.68,45.26
ZERO Light Module / 11X,ZER-LIGHT-MOD-11X,,0AC6A45F,,Falcon PEV Pte Ltd,2,$31.94,$29.04,$0.00,$0.00,$0.00,$19.36,$9.68,33.33
ZERO 10 FIRST SERVICE,,,,,,2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
SM Hypersonic G5 Throttles,SM-HYPER G5-THROTTLE,,5DF76FB3,,,2,$49.62,$45.11,$0.00,$0.00,$0.00,$15.04,$30.07,66.66
On Guard  X Series Scooby chain lock,SCO-CHN-LCK,,2D23A6FF,On Guard,Bikecorp,2,$71.50,$65.00,$0.00,$0.00,$0.00,$50.00,$15.00,23.08
E-CITY REAR WHEEL WITH MOTOR,,,,,,2,$550.00,$500.00,$0.00,$0.00,$0.00,$550.00,-$50.00,-10
Aluminium Phone Holder,AL-PH-HOLD,,1AD45C6A,,,2,$68.31,$62.10,$3.60,$0.00,$0.00,$36.04,$26.06,41.96
VSETT 8+ Front Controller,VS-8+-CNTLR- F,,2E0BAC22,VSETT,Ningbo Vsett,2,$0.00,$0.00,$167.76,$0.00,$0.00,$152.51,-$152.51,0
ZERO Throttle LCD / 12V Power,ZER-LCD-12V,,BE273FD4,Zero,Falcon PEV Pte Ltd,2,$65.60,$59.64,$65.60,$0.00,$0.00,$84.00,-$24.36,-40.85
SM Battery - Slimline / 36V 10.4AH External Fuse,SM-BTRY-CLS-10.4-SL-ExtFuse,,D636699F,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,"$1,075.38",$977.62,$0.00,$0.00,$0.00,$651.75,$325.87,33.33
ZERO Pole Locking Clip,ZER-POL-LOC-CLI,,94775B0A,Zero,Falcon PEV Pte Ltd,2,$69.22,$62.93,$0.00,$0.00,$0.00,$31.50,$31.43,49.94
SM Brake Lever / RH Hydraulic w/Sensor / MIDCITY,SM-BL-LHHTA2PM00-1,,54E79845,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$0.00,$0.00,$146.16,$0.00,$0.00,$88.58,-$88.58,0
WingLights / 360 FIXED,WING-LIGHTS-360,,D467289C,CYCL,,2,$160.00,$145.45,$0.00,$0.00,$0.00,$0.00,$145.45,100
X-CITY ON/OFF SWITCH - COLOUR,,,,,,2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
SM Mud Guard/Mid Drive / MidCity Front,SM-MUD-GRD-MID-MC-F,,76380B03,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$47.41,$43.10,$2.50,$0.00,$0.00,$38.40,$4.70,10.9
SM Light Box DC to DC converter - Pacer GT,SM-LB-MC-PGT,,37FB4C75,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$0.00,$0.00,$76.92,$0.00,$0.00,$46.62,-$46.62,0
VSETT 10+ ZOOM oil Brake / 1960mm,VS-10+-ZOOM-OIL-BRAKE-1960,,819F633A,VSETT,Ningbo Vsett,2,$190.00,$172.72,$0.00,$0.00,$0.00,$89.62,$83.10,48.11
KAABO HEADSET BEARINGS,,,,,,2,$60.00,$54.55,$0.00,$0.00,$0.00,$0.00,$54.55,100
VSETT 9+ Battery / 48V 15.6AH,VS-9+-BATTERY-48V15.6,,02729E4C,VSETT,Ningbo Vsett,2,$0.00,$33.26,$731.76,$0.00,$0.00,$665.24,-$631.97,-1900
TORQUE WASHER,,,,,,2,$9.80,$8.91,$0.00,$0.00,$4.90,$0.00,$8.91,100
VSETT 9/9+ Front shim,VS-9/9+-SHIM-F,,BF61011F,VSETT,Ningbo Vsett,2,$123.24,$112.04,$176.00,$0.00,$0.00,$235.28,-$123.24,-110
Holy Cow Chain Lube 117ml,HOL-COW-LUBE,,AE354FD9,,,2,$29.00,$26.36,$1.00,$0.00,$0.00,$0.00,$26.36,100
Zero Chargers / 60V 5A Fast Charger,ZER-CHGR-60V-FAST,,C87CF9D4,Zero,Falcon PEV Pte Ltd,2,$315.85,$287.14,$0.00,$0.00,$0.00,$218.50,$68.64,23.9
Service / Safety,10067,,EDA11128,,,2,$98.00,$89.09,$0.00,$0.00,$0.00,$0.00,$89.09,100
SM GUB Phone Holder,SM-GUB-PH-HLD,,1ACA75DB,Smartmotion,,2,$58.41,$53.10,$2.50,$0.00,$11.00,$26.08,$27.02,50.88
111 Controller Non-Series,,,,,,2,$200.00,$181.82,$0.00,$0.00,$0.00,$200.00,-$18.18,-10
SM Hypersonic Neo Wheel / Rear,SM-HYP-NEO-WHL-REAR,,3DB38638,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$0.00,$0.00,$407.00,$0.00,$0.00,$0.00,$0.00,0
headset extender,,,,,,2,$70.00,$63.64,$0.00,$0.00,$0.00,$70.00,-$6.36,-10
Blade fuse,,,,,,2,$4.00,$3.64,$2.00,$0.00,$0.00,$0.00,$3.64,100
"SM Wheelset / 26"" Rear w/DP23 Rim / ECITY/EURBAN",SM-WHL-SET-R-DP23,,BA42C9A8,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$846.16,$769.24,$0.00,$0.00,$0.00,$512.82,$256.42,33.33
ALP Drop 6.0 Gloves - Black / 3X Large,ALP-GL-DROP6.0-BK-3XL,,D5B47D29,Alpinestars,Bikesportz Imports Pty Ltd,2,$109.95,$99.95,$9.95,$0.00,$0.00,$119.90,-$19.95,-19.95
ZERO LED Light Strip Cover / No Install Z10,ZER-LIG-STR-COV-Z10,,BDFB29F4,Zero,Falcon PEV Pte Ltd,2,$24.00,$21.82,$0.00,$0.00,$0.00,$24.00,-$2.18,-10
THROTTLE 36V THUMB,,,,,,2,$99.90,$90.82,$0.00,$0.00,$0.00,$0.00,$90.82,100
ZERO 10 52V 18Ah Battery / 52V 18AH,ZER-10-BATT-52V18,"LGS21X11K26D0221H, LGS21X11K26D0212H",C9CC0406,Zero,Falcon PEV Pte Ltd,2,$950.00,$863.64,$665.00,$0.00,$0.00,$999.95,-$136.31,-15.78
PMT TYRES,,,,,,2,$580.00,$527.27,$0.00,$0.00,$0.00,$0.00,$527.27,100
AFTERSHOKZ AIR Wireless Bluetooth Headphones / Midnight Blue,AFTRSHKZ-AIR-HDPHNS-MBLUE,,6FF52F5B,,FE Sports,2,$327.10,$297.36,$16.90,$0.00,$6.00,$338.00,-$40.64,-13.67
STRATA 2 Goggle Upsol - Clear,STRATA-GOGGLE-UPSOL-CLR,,93C49410,,FE Sports,2,$131.67,$119.70,$14.63,$0.00,$0.00,$146.30,-$26.60,-22.22
Service / First,SERVICE-FIRST,,4E9EE1F8,,,2,$99.00,$90.00,$99.00,$0.00,$0.00,$0.00,$90.00,100
Krush Rapid Wash 1 Litre,KRRW1L,,C5CBBAED,KRUSH,Bikecorp,2,$37.98,$34.53,$0.00,$0.00,$0.00,$24.18,$10.35,29.97
FREEDOM/GRAVEL TYRES 27.5 X 2,,,,,,2,$40.00,$36.36,$0.00,$0.00,$0.00,$0.00,$36.36,100
Build,,,,,,2,$200.00,$181.82,$0.00,$0.00,$0.00,$0.00,$181.82,100
VSETT 10+ Brake shim,VS-10+-BRK-SHIM,,6CD9E36E,VSETT,Ningbo Vsett,2,$24.00,$21.82,$0.00,$0.00,$0.00,$17.80,$4.02,18.42
VSETT 10+ Front Cover of Board +reflector (ABS Plastic),VS-10+-F-COVR-BRD-REFL-ABS,,198F50DC,VSETT,Ningbo Vsett,2,$36.47,$33.37,$3.53,$0.00,$0.00,$31.42,$1.95,5.86
"20"" TYRE KENDA",,,,,,2,$33.00,$30.00,$0.00,$0.00,$0.00,$0.00,$30.00,100
SM Rear Wheelset / DISC w/DAPU M155 MTR / ECITY/EURB,SM-RE-WHL-SET-CLS,,A8129951,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$604.16,$549.24,$0.00,$0.00,$0.00,$366.15,$183.08,33.33
BRAKE SENSOR ECITY,,,,,,2,$36.80,$33.45,$0.00,$0.00,$0.00,$0.00,$33.45,100
SM Lock - SYR Dead Bolt System - E20 ST (2021),SM-SEC-E2S-KDL00,,326B5331,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$0.00,$0.00,$46.16,$0.00,$0.00,$27.97,-$27.97,0
Mid drive speed sensor,,,,,,2,$49.90,$45.36,$0.00,$0.00,$0.00,$49.90,-$4.54,-10
ZERO 10X Plastic Guard Pair,ZER-10X-PLA-GUA,,ECEA30A5,Zero,Falcon PEV Pte Ltd,2,$60.00,$54.55,$0.00,$0.00,$0.00,$42.00,$12.55,23
Postage,,,,,,2,$25.75,$24.25,$0.00,$0.00,$0.00,$0.00,$24.25,100
SM Saddle / Sports,SM-SAD-SE-SRVSP,,2511CBF8,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$65.00,$59.09,$50.00,$0.00,$0.00,$80.30,-$21.21,-35.9
SM TYRE 27.5 X 2,,,,,,2,$40.00,$36.36,$0.00,$0.00,$0.00,$0.00,$36.36,100
SM Inner Tubes / 27.5 X 1.9-2.1,SM-IN-27-1.9,,1.80E+04,,,2,$19.00,$17.27,$0.00,$0.00,$7.00,$7.32,$9.95,57.62
Ceramic Brake Pads / ZERO9/VSETT9,CERAMIC-BRK-PADS-Z9-V9,,ACC1FF44,,,2,$70.00,$63.64,$0.00,$0.00,$0.00,$49.00,$14.64,23
Diagnostics,WS-DIAG,,9739705A,,,2,$100.00,$90.91,$0.00,$0.00,$0.00,$0.00,$90.91,100
SM Hypersonic Neo Wheel / Front,SM-HYP-NEO-WHL-FRT,,C0DC78F2,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$0.00,$0.00,$297.00,$0.00,$0.00,$0.00,$0.00,0
"SM Wheelset / 26"" Front w/DP23 Rim / ECITY/EURBAN",SM-WHL-SET-F-DP23,,7E271B97,Smartmotion,"Kunshan Cyclisport Co., Ltd",2,$171.00,$155.45,$165.15,$0.00,$0.00,$234.73,-$79.27,-50.99
SM Rear rack Pacer with lights,RE-RCK-PCR-W-LGT,,,,,2,$370.00,$336.36,$0.00,$0.00,$20.00,$0.00,$336.36,100
MOTOR BEARING 6002,,,,,,2,$30.00,$27.27,$0.00,$0.00,$0.00,$0.00,$27.27,100
MOTOR BEARINGS 6004,,,,,,2,$40.00,$36.36,$0.00,$0.00,$0.00,$0.00,$36.36,100
ZERO 10X Front Fork,ZER-10X-FRO-FOR,,A0FA0842,Zero,Falcon PEV Pte Ltd,2,$315.00,$286.36,$0.00,$0.00,$0.00,$173.25,$113.11,39.5
Workshop - belt drive installation,,,,,,2,$103.50,$94.09,$0.00,$0.00,$0.00,$0.00,$94.09,100
FREIGHT :SMBNAT2708,,,,,,1,$65.00,$59.09,$0.00,$0.00,$0.00,$0.00,$59.09,100
FREIGHT,,,,,,1,$55.00,$50.00,$0.00,$0.00,$0.00,$0.00,$50.00,100
DELIVERED BY IAN - 02/08/2021,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
FREIGHT - SMBNAT2718,,,,,,1,$55.00,$50.00,$0.00,$0.00,$0.00,$0.00,$50.00,100
LABOUR FOR REPAIR TO WHEEL,,,,,,1,$89.00,$80.91,$0.00,$0.00,$0.00,$0.00,$80.91,100
COMMUNICATION CABLE CLASSIC,,,,,,1,$19.95,$18.14,$0.00,$0.00,$0.00,$0.00,$18.14,100
MANIFOLD CLASSIC,,,,,,1,$25.95,$23.59,$0.00,$0.00,$0.00,$0.00,$23.59,100
SLIMLINE DOCKING STATION SHELL - FUSED,,,,,,1,$34.95,$31.77,$0.00,$0.00,$0.00,$0.00,$31.77,100
VISTA MOTOR CORE 250W,,,,,,1,$150.00,$136.36,$0.00,$0.00,$0.00,$0.00,$136.36,100
Freight Costs / QLD Metro,10011,,FC896585,,,1,$55.00,$50.00,$0.00,$0.00,$55.00,$0.00,$50.00,100
zero 9 set and post,,,,,,1,$150.00,$136.36,$0.00,$0.00,$0.00,$0.00,$136.36,100
SM Pacer 250W 48V / Orange / Large / 17.5AH,SMB-PACER-LGE-17.5-OR,JL16120568,616C7B77,,,1,"$2,420.00","$2,200.00",$0.00,$0.00,$0.00,"$1,631.70",$568.30,25.83
FREIGHT - SMBNAT2719 in the box with the Pacer,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
CHARGER 84V,,,,,,1,$89.95,$81.77,$0.00,$0.00,$0.00,$0.00,$81.77,100
CHARGER 67.2V,,,,,,1,$81.02,$73.65,$0.00,$0.00,$0.00,$0.00,$73.65,100
CHARGER 58.8v,,,,,,1,$71.02,$64.56,$0.00,$0.00,$0.00,$0.00,$64.56,100
AUSTRALIA POST 0307059026749006000992,,,,,,1,$10.95,$9.95,$0.00,$0.00,$10.95,$0.00,$9.95,100
CHARGER 54.6V,,,,,,1,$71.02,$64.56,$0.00,$0.00,$0.00,$0.00,$64.56,100
FREIGHT : SMBNAT2696,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
WARRANTY ITEM  - MANIFOLD,,,,,,1,$0.00,$0.00,$35.95,$0.00,$0.00,$0.00,$0.00,0
WARRANTY ITEM - FRONT MUDGUARD MID DRIVE,,,,,,1,$0.00,$0.00,$35.95,$0.00,$0.00,$0.00,$0.00,0
WARRANTY BATTERY REPAIR #7199,,,,,,1,$0.00,$0.00,$129.00,$0.00,$0.00,$0.00,$0.00,0
"G4 ECITY RED 26"" 36V 15.6AH",,,,,,1,"$1,703.90","$1,549.00",$0.00,$0.00,$0.00,$0.00,"$1,549.00",100
AUSTRALIA POST TRACKING: 0307009619991006020992,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
WARRANTY ITEM - 11 INCH ROAD TYRE VSETT 11+,,,,,,1,$0.00,$0.00,$38.50,$0.00,$0.00,$0.00,$0.00,0
WARRANTY ITEM - 11 INCH TYRE - VSETT 11+,,,,,,1,$0.00,$0.00,$25.95,$0.00,$0.00,$0.00,$0.00,0
AUSTRALIA POST R444728014616445,,,,,,1,$9.45,$8.59,$0.00,$0.00,$0.00,$0.00,$8.59,100
AUSTRALIA EXPRESS POST,,,,,,1,$12.85,$11.68,$0.00,$0.00,$12.85,$0.00,$11.68,100
FREIGHT : AUSTRALIA POST,,,,,,1,$22.95,$20.86,$0.00,$0.00,$0.00,$0.00,$20.86,100
FRONT LIGHT AND CABLES,,,,,,1,$71.50,$65.00,$0.00,$0.00,$0.00,$0.00,$65.00,100
WARRANTY PART,,,,,,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,0
SM MidCity 24 / White,SMB-MC-24-WH,SMWM2400067,,,,1,"$2,098.80","$1,908.00",$0.00,$0.00,$0.00,"$1,111.11",$796.89,41.77
VSETT 9+ DECKCOVER,,,,,,1,$45.00,$40.91,$0.00,$0.00,$0.00,$0.00,$40.91,100
VSETT 9+ B CONTROLLER,,,,,,1,$99.00,$90.00,$0.00,$0.00,$0.00,$0.00,$90.00,100
VSETT 10+ CONTROLLER,,,,,,1,$99.00,$90.00,$0.00,$0.00,$0.00,$0.00,$90.00,100
VSETT 9+ A CONTROLLER,,,,,,1,$99.00,$90.00,$0.00,$0.00,$0.00,$0.00,$90.00,100
THROTTLE REPLACEMENT,,,,,,1,$0.00,$0.00,$35.95,$0.00,$0.00,$0.00,$0.00,0
WARRANTY PART - WOODEN BOARD PACER REAR RACK,,,,,,1,$0.00,$0.00,$25.00,$0.00,$0.00,$0.00,$0.00,0
